1: 292705/1278378
3080: 8'38/73
3081: 487/16422
3082: 54'140313/277916
3083: 965/1254
3084: 1'1335/5978
3085: 55'335/2002
3086: 1'29/111
3087: 62'15/16
3088: 169'151/161
3089: 31137'69/83
3090: 2173'9/22
3091: 37'8/19
3092: 1207'2/5
3093: 2/119
3094: 12'5/7
3095: 4/81
3096: 1'35/57
3097: 94'1/12
3098: 8537/13668
3099: 9'14/15
3100: 79'37/49
3101: 1'127/3773
3102: 8355'15/19
3103: 68/207
3104: 5'13/58
3105: 1161
3106: 1'5/136
3107: 25/58
3108: 1/99
3109: 5/1927
3110: 12
3111: 686/23265
3112: 3/58
3113: 15'1/7
3114: 6'1/3
3115: 1/224
3116: 17'11/17
3117: 1'23/74
3118: 3'39/41
3119: 11518'6/23
3120: 34
3121: 59'6/71
3122: 79'316/1517
3123: 21'21/5
3124: 41
3125: 28'7/19
3126: 97954
3127: 212'4/17
3128: 2786/2907
3129: 23'329/332
3130: 2'4/9
3131: 27'17742/22325
3132: 248
3133: 221/294
3134: 8'229/295
3135: 1'7/114
3136: 936'17/2
3137: 16'45/67
3138: 696'7/11
3139: 4699'1/5
3140: 106
3141: 46'1/2
3142: 1798'11/5
3143: 29/3283
3144: 73/378
3145: 78'18/35
3146: 1'66241/255595
3147: 94'9/34
3148: 292'68/69
3149: 76/99
3150: 1/4
3151: 1'5/94
3152: 799/1
3153: 32'22/65
3154: 66'589/1088
3155: 1408
3156: 2
3157: 97'265/407
3158: 1'443/1891
3159: 277/567
3160: 26'23/26
3161: 129
3162: 183/935
3163: 49'37/6
3164: 56
3165: 297/3496
3166: 76'67/36
3167: 13'2347/1178
3168: 41877/46592
3169: 89'19/3
3170: 429/2408
3171: 1'14/17
3172: 65/1728
3173: 79/119
3174: 1'25/29
3175: 82'7/11
3176: 96'34/53
3177: 5/364
3178: 77'229/429
3179: 33'9/13
3180: 2322
3181: 71'27/43
3182: 12498'17/2
3183: 1664'151/201
3184: 6'2479/10816
3185: 42'5/12
3186: 49/99
3187: 3'2427/3751
3188: 117/85
3189: 1'37/45
3190: 29241/1658423
3191: 4
3192: 31'1109/166
3193: 108'9/31
3194: 545/6603
3195: 19013/677556
3196: 1575/18688
3197: 102'43/45
3198: 64'2/27
3199: 25'509/145
3200: 12/19
3201: 112
3202: 15'25/28
3203: 67'4/11
3204: 171'1441/1547
3205: 8'493/3154
3206: 12'139/1372
3207: 129
3208: 2552
3209: 76'21/22
3210: 2'11/28
3211: 53'61/74
3212: 25'13205/14467
3213: 3627/5635
3214: 1813/45305
3215: 1'5/17
3216: 2'282/319
3217: 142'76/441
3218: 99/248
3219: 96'52/55
3220: 26'2/3
3221: 14'909/166
3222: 23/6561
3223: 1042
3224: 11/72
3225: 1'11/15
3226: 2/31521
3227: 45'93951/161
3228: 1'1107/1586
3229: 17/2773
3230: 73'5/14
3231: 235/364
3232: 531/65
3233: 8'18/49
3234: 104
3235: 18'207/44
3236: 1'807/1775
3237: 295/1134
3238: 186
3239: 148'12/37
3240: 3'2/9
3241: 16'2/9
3242: 5083'7/13
3243: 52/475
3244: 66'357/649
3245: 13/138
3246: 836/3195
3247: 18
3248: 99
3249: 29'1049/37
3250: 396
3251: 98'72/95
3252: 64'7/12
3253: 17'11/65
3254: 4066'246/1079
3255: 58'1/15
3256: 3223/97527
3257: 4'12/19
3258: 34'6694/7695
3259: 59'59/73
3260: 12'14/33
3261: 108'3/19
3262: 1'1653/1204
3263: 182'129/134
3264: 125
3265: 68'1/2
3266: 81/1705
3267: 1
3268: 4129'89/371
3269: 274
3270: 123'5/41
3271: 569'61/156
3272: 48'7127/15631
3273: 1'1883/3782
3274: 185/196
3275: 122
3276: 51/20416
3277: 4'94/969
3278: 17/486
3279: 8
3280: 1'13474/27225
3281: 78'29/51
3282: 14
3283: 833/696
3284: 113
3285: 2'218222/396851
3286: 934'7/17
3287: 325
3288: 45'3/5
3289: 127'1957/4648
3290: 105'1/9
3291: 28'1/11
3292: 21
3293: 1953/352
3294: 621
3295: 45032/106575
3296: 1'1928/2475
3297: 2'65/17934
3298: 407/6075
3299: 8'17/35
3300: 4'4/7
3301: 232/341
3302: 29'29/126
3303: 17/56
3304: 29'7/1275
3305: 17/19
3306: 3'141/164
3307: 63'7/19
3308: 58/221
3309: 2'61/324
3310: 377
3311: 34'7/477
3312: 11/351
3313: 43'2/3
3314: 19/448
3315: 21'3/16
3316: 73'5/9
3317: 8821/9405
3318: 2706
3319: 52'2498/5083
3320: 35'397/195
3321: 1'25/48
3322: 46'38/47
3323: 11'1/4
3324: 1'5/16
3325: 115/567
3326: 31/56
3327: 19/1073
3328: 222
3329: 15'1/9
3330: 109'27/44
3331: 51'151/366
3332: 639/7843
3333: 23'25/28
3334: 1'19087/37536
3335: 5473'49/123
3336: 5'2/15
3337: 2793
3338: 13'75/92
3339: 46'39/44
3340: 2505'2963/3525
3341: 2'1/3
3342: 1'59/74
3343: 18'4524/5723
3344: 79/344
3345: 741
3346: 13/1886
3347: 71/79
3348: 5'488/13311
3349: 61'65/87
3350: 8482'13/17
3351: 5831'15/16
3352: 704/1225
3353: 208'16/23
3354: 52'19/97
3355: 99'69/25192
3356: 16622/127715
3357: 59'275/472
3358: 716
3359: 451'8/37
3360: 1412'1/5
3361: 173'4/9
3362: 4891
3363: 77'259/65
3364: 112'53/81
3365: 59'73/252
3366: 23/3
3367: 3'5259/3116
3368: 23/728
3369: 64'42/47
3370: 3'37/46
3371: 11'587/637
3372: 72
3373: 64'35/37
3374: 4495/7728
3375: 19'443/799
3376: 314'22/27
3377: 2156
3378: 5'59/88
3379: 33'3/5
3380: 853/1989
3381: 5923
3382: 29'2/5
3383: 2'131/588
3384: 218'1/23
3385: 37'1/4
3386: 434
3387: 1'901/1767
3388: 51'1/576
3389: 53'37/47
3390: 4688'8/19
3391: 1'903/1328
3392: 1'1/144
3393: 207'81/92
3394: 189'43/89
3395: 1'31/98
3396: 17/28
3397: 1'29/1435
3398: 95'269/1225
3399: 82'882/1577
3400: 19/252
3401: 27
3402: 164/207
3403: 794/945
3404: 7'75/517
3405: 5715
3406: 59/528
3407: 7/19
3408: 248'8083/10385
3409: 98'41/93
3410: 4103/41895
3411: 174
3412: 69'87/185
3413: 72'3/5
3414: 498'48/95
3415: 29'73/112
3416: 8'32/39
3417: 30019/117572
3418: 2'365/396
3419: 28/5395
3420: 1'179/6006
3421: 748'4/5
3422: 106
3423: 52/23229
3424: 5301/5432
3425: 3'1/16
3426: 2'1/13
3427: 137
3428: 84
3429: 5065/392553
3430: 3'6/7
3431: 56'6/13
3432: 511/78
3433: 1'38/65
3434: 897/1064
3435: 11'1/22
3436: 481/121
3437: 138'23/78
3438: 18'1/18
3439: 1'93/1615
3440: 77'16/23
3441: 109'65/67
3442: 11
3443: 2'18/19
3444: 326'59/155
3445: 11/15
3446: 809/897
3447: 36'33/8
3448: 23'71/128
3449: 38'4/5
3450: 75'151/261
3451: 5184
3452: 212'287/6264
3453: 2'17/29
3454: 2'727/873
3455: 18'15/44
3456: 44'38/69
3457: 697987'13/82
3458: 1378/4089
3459: 459/533
3460: 73/114
3461: 3/88
3462: 3/28
3463: 4'1109/1881
3464: 5059'1/11
3465: 11'18/23
3466: 1'4/29
3467: 486/3335
3468: 803
3469: 109547/46728
3470: 78'142/551
3471: 37'11/19
3472: 156/649
3473: 42'567/748
3474: 984'7/12
3475: 423/4466
3476: 15/19
3477: 478'5/9
3478: 3083/1012
3479: 1'1312/2475
3480: 1'28/43
3481: 1'353/462
3482: 23/1599
3483: 95'985/1519
3484: 13'3/5
3485: 4622'416/1305
3486: 3'11/2
3487: 3'1/2
3488: 7'6/13
3489: 1'913/1088
3490: 96'15/38
3491: 1'1567/4433
3492: 1'3/11
3493: 893
3494: 202'82/171
3495: 1/5
3496: 11'7/24
3497: 1561
3498: 455
3499: 87
3500: 42'5/16
3501: 517/138663
3502: 11/52
3503: 22161/24605
3504: 11/345
3505: 3169/2178
3506: 33'9/11
3507: 96'79/1568
3508: 1148'1/3
3509: 1'5/42
3510: 134'639/1
3511: 96'5/22
3512: 201'9/26
3513: 1'19/37
3514: 15'5/328
3515: 363/1273
3516: 121/144
3517: 98'37/15
3518: 97'17/5
3519: 446'8/11
3520: 3159/7315
3521: 84'55/833
3522: 74/99
3523: 136'24/31
3524: 27/418
3525: 2759/741
3526: 3392/3731
3527: 1346'11/23
3528: 127
3529: 71'11/17
3530: 2377'4/29
3531: 1/6
3532: 167'11/16
3533: 91/116
3534: 1'47/52
3535: 10822/11033
3536: 3092'4/7
3537: 16'17/41
3538: 9/8
3539: 71/75
3540: 23'9/13
3541: 2'283/415
3542: 33'41/47
3543: 1805'11/15
3544: 1'67/171
3545: 142/429
3546: 12/1403
3547: 107'57/217
3548: 1'3/1
3549: 112'45/91
3550: 1'17/737
3551: 8'29/32
3552: 119
3553: 64
3554: 45'1/13
3555: 9'1307/1591
3556: 325/1518
3557: 3'3096/6365
3558: 169'3/4
3559: 17'187/325
3560: 1665'2/3
3561: 56'64/483
3562: 4/9
3563: 76
3564: 322'7/8
3565: 1/14
3566: 148199/1683
3567: 6'179/363
3568: 2733'31/33
3569: 7781'29/4
3570: 8
3571: 22'157/154
3572: 92'17/18
3573: 1'5/8
3574: 5/23868
3575: 2'481/319
3576: 11'1/7
3577: 23'25/49
3578: 51'1151/2294
3579: 1748/3575
3580: 3501
3581: 61'1/31
3582: 17/259677
3583: 14'38/329
3584: 63'15/178
3585: 13'5/19
3586: 1942'8/13
3587: 25'17/72
3588: 4'71/4134
3589: 158965/245952
3590: 2134
3591: 12555
3592: 67/142
3593: 38'52/75
3594: 377
3595: 328/351
3596: 21'5/51
3597: 63'38/41
3598: 12'31/39
3599: 17/589
3600: 36
3601: 105'1/7
3602: 5/2668
3603: 967'31/59
3604: 56'4/133
3605: 952'7/19
3606: 5741/9256
3607: 13'41/99
3608: 16/11205
3609: 71'1/1
3610: 817'229/255
3611: 1'5/11
3612: 32'127/168
3613: 791'2/63
3614: 162
3615: 81/95
3616: 45'547/1518
3617: 1'52/69
3618: 7/63632
3619: 106'43/837
3620: 312/22715
3621: 91'243/952
3622: 7'91/284
3623: 1'11/81
3624: 5'1/11
3625: 55/294
3626: 7/8
3627: 8/169
3628: 28'74/75
3629: 371'5/7
3630: 1/25
3631: 325/2448
3632: 2/3249
3633: 2007/368
3634: 11'4/59
3635: 3'8/19
3636: 135
3637: 272/31899
3638: 953'22/31
3639: 2115
3640: 19'77/232
3641: 119
3642: 82
3643: 2'1831/4995
3644: 85'89/1
3645: 637/43725
3646: 2265
3647: 96'1/4
3648: 249'5/12
3649: 172/6897
3650: 34'2/11
3651: 66
3652: 765'36/527
3653: 1207'33/91
3654: 1'1/14
3655: 76
3656: 3'1/34
3657: 55'1/8
3658: 5'1507/19
3659: 3'53/141
3660: 27/5
3661: 128/645
3662: 102
3663: 42'238/715
3664: 76'17/18
3665: 8'5/6
3666: 46'14/47
3667: 1'451/732
3668: 827/2652
3669: 3'15/19
3670: 44'1/165
3671: 12'12/25
3672: 8'766/1525
3673: 41'5/36
3674: 235341/824239
3675: 5346
3676: 2638/47329
3677: 113/316
3678: 6'35/228
3679: 26'57/368
3680: 4645
3681: 2091/2288
3682: 42'1511/3726
3683: 6048
3684: 1783'69/1037
3685: 6/697
3686: 157'3/2
3687: 11'45/76
3688: 5594'2/3
3689: 2739
3690: 83'47/55
3691: 758'1/3
3692: 37'41/94
3693: 59'5873/16698
3694: 151407/16588
3695: 2'65/527
3696: 1095/2072
3697: 1/288
3698: 5
3699: 1/11
3700: 1468'2/93
3701: 35'8/27
3702: 1'165/728
3703: 27'63/355
3704: 4'28667/50127
3705: 18
3706: 61/264
3707: 41'2/31
3708: 8'1/8
3709: 132'512/1139
3710: 11311'41/69
3711: 49'2/5
3712: 7/2425
3713: 354/27455
3714: 1'33/35
3715: 1047'1/22
3716: 177
3717: 2376'5/14
3718: 428'13/64
3719: 4'1171/41796
3720: 6'7/3
3721: 86'32/53
3722: 19'1/14
3723: 21'22/59
3724: 53/4875
3725: 109/391
3726: 73'1/2
3727: 17'7/46
3728: 37'7/71
3729: 173/1634
3730: 374/68385
3731: 3'6/323
3732: 2386'2/7
3733: 2'13954/49735
3734: 53/84
3735: 471/213598
3736: 8/385
3737: 11206/20335
3738: 22'27/29
3739: 1'683/115
3740: 37184
3741: 21'13/19
3742: 42432
3743: 51'8/57
3744: 5/56916
3745: 265
3746: 29/6665
3747: 43'32/51
3748: 11/3276
3749: 5/56
3750: 1'2155/2688
3751: 295/1222
3752: 6
3753: 3/212
3754: 1'174/851
3755: 131'4/37
3756: 1'1/14
3757: 28'11/16
3758: 47'23/43
3759: 3
3760: 1'13801/240075
3761: 81'37/43
3762: 1/10248
3763: 33'5/12
3764: 24'163/33
3765: 11/36
3766: 2'16/31
3767: 14'1/13
3768: 56'2/41
3769: 3'249/1012
3770: 23'2/9
3771: 219'5/57
3772: 14'84/589
3773: 793/882
3774: 25/2392
3775: 15/2156
3776: 242/100589
3777: 2'6/47
3778: 152
3779: 442'9/19
3780: 72'91/162
3781: 3'1093/1235
3782: 348'91/93
3783: 125
3784: 1'586/903
3785: 39/58
3786: 1'61/146
3787: 36'35/128
3788: 34'5/12
3789: 182
3790: 5311
3791: 28'62/87
3792: 52'1807/2291
3793: 57'69/98
3794: 2405
3795: 4368
3796: 13'16/23
3797: 52'64/217
3798: 1'23/36
3799: 2'376/5005
3800: 1'11/141
3801: 1'2407/2553
3802: 113'271/1064
3803: 14'5/86
3804: 59'359/375
3805: 87'5/13
3806: 7/26
3807: 1'521/111
3808: 63'36821/49764
3809: 21'5/10248
3810: 9'101/611
3811: 1'249/592
3812: 44/335
3813: 109/38
3814: 54'8/25
3815: 121/184
3816: 859'1246/3285
3817: 1349/128816
3818: 12'2061/2686
3819: 11'11635/13528
3820: 6'24/91
3821: 6
3822: 9
3823: 4899/19
3824: 16/14993
3825: 42
3826: 306/3649
3827: 2'83/4806
3828: 2'337/161
3829: 528'12/13
3830: 7'91/92
3831: 1'325/1178
3832: 57'7/19
3833: 26
3834: 163434'15/34
3835: 82'916/1075
3836: 102'1/4
3837: 85'4/61
3838: 41/68
3839: 35
3840: 58'12/65
3841: 55'16/189
3842: 169'4/19
3843: 57/952
3844: 227'13/5
3845: 315
3846: 1'17542/41067
3847: 12'2/63
3848: 685'5/22
3849: 309'3/11
3850: 4298
3851: 1399/448
3852: 106'41/53
3853: 12'276/4675
3854: 3'701/2403
3855: 5'4/5
3856: 103'19/71
3857: 6661'29/67
3858: 104/175
3859: 411/16
3860: 143'1/2
3861: 222043/621642
3862: 359/42
3863: 27'8/11
3864: 33215/110639
3865: 487'43/46
3866: 143
3867: 7/649
3868: 124/133
3869: 159772'8/11
3870: 57'32/55
3871: 5'65/378
3872: 1'32/2553
3873: 341'27/29
3874: 1'48109/214659
3875: 81'41/651
3876: 255/8281
3877: 5/588
3878: 31/96
3879: 1'4/147
3880: 2094/3515
3881: 22'16/17
3882: 48
3883: 21'3/29
3884: 176'11/15
3885: 413'5/7
3886: 3/4
3887: 75'29/95
3888: 95'5/59
3889: 493'731/1073
3890: 37/42
3891: 1779'681/1034
3892: 67'134/391
3893: 3'22/375
3894: 143/444
3895: 459/3569
3896: 79'32/43
3897: 3143/4416
3898: 43'187/219
3899: 2964
3900: 107'31/128
3901: 409'1/71
3902: 3501'288/517
3903: 704'9/29
3904: 61/5628
3905: 15/28
3906: 19/267
3907: 35'1/13
3908: 79/168
3909: 133
3910: 1'68/483
3911: 1277/2697
3912: 78'37/46
3913: 56/799
3914: 54/95
3915: 26/29
3916: 17/5
3917: 74
3918: 2'152/329
3919: 16'2/3
3920: 458'16/205
3921: 6267'19/43
3922: 4'91/12
3923: 6916'21/83
3924: 121/4929
3925: 19'1/88
3926: 1'25/352
3927: 66'8783/12586
3928: 14'13/16
3929: 3
3930: 5'19/104
3931: 73'23/49
3932: 1'3/29
3933: 27
3934: 3'3/4
3935: 127'93/94
3936: 2'14/23
3937: 9'51/13
3938: 609
3939: 67'4/5
3940: 3'131/132
3941: 37/252
3942: 119'13/18
3943: 3'51/424
3944: 63'41/92
3945: 62/77
3946: 57'4/9
3947: 1598
3948: 23'67/91
3949: 143/261
3950: 5/6
3951: 82
3952: 3'22/247
3953: 93'34/99
3954: 601/34408
3955: 67'82349/14628
3956: 27675
3957: 48'1/4
3958: 6'28/65
3959: 5/144
3960: 3456
3961: 2'2087/3444
3962: 287712
3963: 6
3964: 38'5/67
3965: 492869/75012
3966: 27'11/2
3967: 1'77/216
3968: 5
3969: 4'11/72
3970: 423/427
3971: 3'12/17
3972: 37'3/13
3973: 8/425
3974: 8'57/1276
3975: 2396'5/7
3976: 5625'27/35
3977: 903
3978: 101229
3979: 2'768/1037
3980: 3'91/198
3981: 423/488
3982: 51/97
3983: 2/91
3984: 243/325
3985: 4/57
3986: 1/357
3987: 96
3988: 256'5/24
3989: 7/2494
3990: 2'29/104
3991: 79'29/85
3992: 173'3/17
3993: 2944/13475
3994: 69'4321/9215
3995: 8'112/195
3996: 3'13/102
3997: 159'3/1
3998: 87
3999: 565/624
4000: 459
4001: 84'3007/5226
4002: 19'9/83
4003: 82'8/81
4004: 2258'17/26
4005: 13/2576
4006: 203/632
4007: 32'4/13
4008: 8'4/19
4009: 52/175
4010: 3/1147
4011: 138
4012: 25912
4013: 648
4014: 54
4015: 27'149/3007
4016: 1'521/1624
4017: 46'7/11
4018: 331/25075
4019: 1'101/175
4020: 11'17167/28182
4021: 56/435
4022: 172/13079
4023: 14
4024: 5'95/279
4025: 43'2425/2989
4026: 16'5/42
4027: 319'7/13
4028: 6296'632/799
4029: 43/63
4030: 2'431/858
4031: 2'144/253
4032: 1'241/825
4033: 159'3/8
4034: 5'289/344
4035: 136
4036: 33'104/141
4037: 7466'13/28
4038: 56/185
4039: 12'3238/3795
4040: 59'1039/1068
4041: 1'269/624
4042: 34'337/5005
4043: 863
4044: 12'1/22
4045: 36'61/91
4046: 124'5/13
4047: 103'1/3
4048: 3066'3/1813
4049: 18'63/713
4050: 2259'37/57
4051: 99'704/1025
4052: 16'2/3
4053: 27/2573
4054: 1'74/95
4055: 33'82/781
4056: 1871'9/25
4057: 1'11/39
4058: 81'5/14
4059: 3/605
4060: 2'82/2679
4061: 33/361
4062: 76'1/261
4063: 8'10727/20691
4064: 1'8/53
4065: 17/1
4066: 3/1
4067: 12997/4644
4068: 67'41/48
4069: 1'382/1809
4070: 34'2/3
4071: 27'1/2
4072: 1'1502/2523
4073: 58'89/95
4074: 4'215/1026
4075: 171/175
4076: 1/21
4077: 52
4078: 49/316
4079: 7'2/21
4080: 49'15/16
4081: 98'3/8
4082: 1189/3003
4083: 34'16/17
4084: 155
4085: 5'5/17
4086: 119'131/296
4087: 43/222
4088: 4406'11/21
4089: 19'463/1333
4090: 209/1827
4091: 85
4092: 84'1/49
4093: 44'1/4
4094: 39'1/17
4095: 5'19/22
4096: 409/41
4097: 4'2/5
4098: 9/91
4099: 1/2
4100: 12'5858/81991
4101: 16'11/25
4102: 408'8/9
4103: 3'144/161
4104: 2'2/5
4105: 17
4106: 2'21/41
4107: 4'1787/2548
4108: 32'49/55
4109: 17'267/286
4110: 2'4903/9462
4111: 5'4493/5037
4112: 721'548/667
4113: 2944/7735
4114: 1'31/14
4115: 68'418/949
4116: 1'2389/2553
4117: 253/133812
4118: 73'39/49
4119: 1'47/7
4120: 2803
4121: 5'11/81
4122: 435/511
4123: 269/348
4124: 8'37/246
4125: 1/19
4126: 14'95/159
4127: 2'8347/24012
4128: 27/98
4129: 19061'2/5
4130: 124'5/22
4131: 1677/13915
4132: 1'223/264
4133: 184'11/92
4134: 29'1069/126
4135: 471'41/15
4136: 59'355/629
4137: 7/5445
4138: 2'361/44
4139: 
4140: 14'1/4
4141: 118'121/1296
4142: 18
4143: 55'158/289
4144: 85'49/89
4145: 35'4/17
4146: 29/4
4147: 21/403
4148: 7'107/3504
4149: 193'11/89
4150: 52'1/2
4151: 5'116/225
4152: 3025/3354
4153: 30229/36582
4154: 28
4155: 3818
4156: 103'37/365
4157: 20307/48128
4158: 89'4277/72
4159: 2352
4160: 47
4161: 14'601/666
4162: 384
4163: 162'3347/5265
4164: 12'9/23
4165: 61'6/13
4166: 54
4167: 5/8
4168: 24'2/3
4169: 151/658
4170: 2132
4171: 527
4172: 25
4173: 44837/273524
4174: 94'12/29
4175: 24'13/2
4176: 26'12/37
4177: 13
4178: 8'4/5
4179: 22099
4180: 5828
4181: 77441/88
4182: 7'8/15
4183: 7'73/644
4184: 109'64319/14053
4185: 87'53/102
4186: 1'13/29
4187: 23/114
4188: 135/704
4189: 37'1788/1955
4190: 2'128/195
4191: 7'4/7
4192: 29'953/1862
4193: 14'9071/20664
4194: 43'79/245
4195: 34'3683/6715
4196: 7938
4197: 3/98
4198: 1546/1911
4199: 3'7/29
4200: 1'113/504
4201: 15/338912
4202: 22'29/3
4203: 653501/426384
4204: 3'6287/40467
4205: 419'4/7
4206: 73'6/7
4207: 48'324/589
4208: 1582'14/15
4209: 846'13/46
4210: 117'321/371
4211: 4'22/105
4212: 5'5/8
4213: 412
4214: 85'2691/5236
4215: 982/1081
4216: 2'13337/15498
4217: 1'37/1
4218: 7'126/187
4219: 92'59/132
4220: 26'26/87
4221: 36/115
4222: 38'7/16
4223: 357/5375
4224: 113
4225: 272'3/5
4226: 7728
4227: 9'289/475
4228: 87'1/7
4229: 117'29/82
4230: 3'1442/2655
4231: 131'7/11
4232: 39'14/25
4233: 118'14/37
4234: 1'881/2622
4235: 78'49/76
4236: 9/13
4237: 7'32/55
4238: 2204'127/17
4239: 1'329/1643
4240: 132
4241: 1'1003/1022
4242: 77'1469/5643
4243: 96
4244: 4/1425
4245: 29'46/23919
4246: 111'2/5
4247: 1/31
4248: 8'1/4
4249: 31'173552/302673
4250: 9'11/18
4251: 64/1495
4252: 92'67/79
4253: 5/32
4254: 14632'4/5
4255: 67/6853
4256: 7'181/385
4257: 62'23/3
4258: 11'1543/2772
4259: 8
4260: 2295/2704
4261: 1'1/11
4262: 6
4263: 338'46/133
4264: 1'824/1505
4265: 1'131/333
4266: 164
4267: 3'12/17
4268: 12'3/83
4269: 16'1/2
4270: 475'3/7
4271: 65'2/3
4272: 104'107/315
4273: 41'1/7
4274: 1'593/1365
4275: 174'1/6
4276: 288/697
4277: 82'1/4
4278: 349/408
4279: 1/12
4280: 1'3/2
4281: 165'8/23
4282: 5/2223
4283: 7747
4284: 31'1/2
4285: 2199'1/31
4286: 161
4287: 4'20387/21573
4288: 2'71/135
4289: 45
4290: 145'2684/5251
4291: 2'81/82
4292: 11'8/15
4293: 13
4294: 19'1248/1271
4295: 5/6
4296: 74'11/7
4297: 558'2/7
4298: 2/99
4299: 14
4300: 58
4301: 43'17/52
4302: 968/2093
4303: 231/21344
4304: 3/2888
4305: 36
4306: 6222
4307: 1'1651/1836
4308: 9
4309: 53/6579
4310: 98'3/5
4311: 19/2272
4312: 131'121/34
4313: 9/1
4314: 987'1/2
4315: 23'53/182
4316: 88'14/23
4317: 38/93
4318: 1'15/17
4319: 14'931/1649
4320: 664/1387
4321: 1163'5/13
4322: 7'1/9
4323: 214'1/16
4324: 8/75
4325: 71'1/2
4326: 1/153
4327: 2/943
4328: 8/85
4329: 2'5/104
4330: 8293/8532
4331: 61346/91195
4332: 2'1361/1596
4333: 2'31/39
4334: 445'34/61
4335: 1131/376
4336: 9879
4337: 1129/194
4338: 737'169/332
4339: 1/26
4340: 1691/792
4341: 3'323159/689591
4342: 45'1/9
4343: 68'1/5
4344: 15'481/525
4345: 42'6/91
4346: 1'11/63
4347: 272
4348: 1'79/306
4349: 28/243
4350: 1'11323/2295
4351: 5641'1184/1681
4352: 85
4353: 21'17/23
4354: 22'1/23
4355: 61'1/5
4356: 38/299
4357: 1'857/154
4358: 19'3/5
4359: 24'58/285
4360: 84'5/561
4361: 15'25/54
4362: 592/897
4363: 59/83435
4364: 4736
4365: 91'88604/201469
4366: 1463/81
4367: 87308/352275
4368: 1952'3/16
4369: 2125/42328
4370: 1'41/1127
4371: 5'8/21
4372: 1036/5475
4373: 1338'1/2
4374: 377/1122
4375: 2'874/1643
4376: 39'9/11
4377: 1'7933/10089
4378: 6'2/561
4379: 1069/1242
4380: 28105/29072
4381: 9'3/46
4382: 853'1/24
4383: 23/99
4384: 87'12/1769
4385: 17'16/165
4386: 1'21/31
4387: 122'34/79
4388: 1'1/48
4389: 24'3/4
4390: 12/49
4391: 22'14/33
4392: 2'9637/264
4393: 17'29/47
4394: 99'7/13
4395: 2'229/47
4396: 49
4397: 5504'59/94
4398: 17/2
4399: 3'53/4284
4400: 301'1/2
4401: 2449/142296
4402: 1'1875/3304
4403: 4'477/1513
4404: 307'1/5
4405: 61/6873
4406: 26'19/24
4407: 2'85/94
4408: 1321'63/65
4409: 17/216
4410: 63/17
4411: 381/43
4412: 1'47/106
4413: 14'7/24
4414: 65'91/12
4415: 4583/4968
4416: 81'11/13
4417: 43'4529/6942
4418: 6'8/369
4419: 149
4420: 247'5/21
4421: 2'595/744
4422: 1'3/88
4423: 5'10537/33573
4424: 44'48/61
4425: 77'17/22
4426: 79'2467/4968
4427: 26'13/517
4428: 89'871/4312
4429: 421'7/8
4430: 2087'7/1
4431: 3/116
4432: 6984
4433: 47'1103/1164
4434: 176/315
4435: 9'3/2
4436: 88'17/45
4437: 97'45/46
4438: 11'593/608
4439: 12'14244/15925
4440: 865/924
4441: 2
4442: 2'929/1479
4443: 5/341
4444: 1'59/476
4445: 15'18/23
4446: 7'22/39
4447: 16'9/28
4448: 14'1055/1596
4449: 1'26/33
4450: 6296'91/228
4451: 29/76
4452: 89/3276
4453: 4'16248/38315
4454: 98'1472/3225
4455: 389/448
4456: 2531'2/3
4457: 1'133/416
4458: 108967/15372
4459: 7'3/11
4460: 2'5/9
4461: 77'2/5
4462: 21'12/29
4463: 56'8/195
4464: 387'3/5
4465: 13/4
4466: 1'37/76
4467: 367/462
4468: 932'29/38
4469: 323
4470: 1'17/98
4471: 99
4472: 11'79/91
4473: 1377/3886
4474: 1'294/365
4475: 1'2299/3772
4476: 243/55
4477: 1'4/33
4478: 17'17/44
4479: 1867'3/4
4480: 57
4481: 4'7/1
4482: 277'7/11
4483: 3172'2/9
4484: 45
4485: 28
4486: 66'1/7
4487: 29/3
4488: 571
4489: 17'25/36
4490: 71'26/231
4491: 28'4/5
4492: 36'108/485
4493: 1'21/52
4494: 4872
4495: 5'173/188
4496: 32'14/81
4497: 82'19/132
4498: 37/84
4499: 77'9/37
4500: 1'27/64
4501: 535'8/11
4502: 17'4/33
4503: 5'11/12
4504: 226'2/23
4505: 45
4506: 529'2/7
4507: 157182
4508: 5212/35815
4509: 561
4510: 1'181913/570059
4511: 1061'7/13
4512: 84
4513: 41/148
4514: 1034'13/27
4515: 22'17/29
4516: 94
4517: 5'7401/7663
4518: 43/9486
4519: 2'112/115
4520: 108'523/133
4521: 59'3/8
4522: 113'1/4
4523: 4674
4524: 98'6/7
4525: 14'13/21
4526: 23'2/41
4527: 77'76/85
4528: 1'339/3239
4529: 72'19/385
4530: 419'315/836
4531: 1512/1843
4532: 66'31/46
4533: 175'385/689
4534: 22'1/33
4535: 5539'3/23
4536: 3'47/801
4537: 12'5961/8272
4538: 1'47/69
4539: 1'417/1376
4540: 2696/36225
4541: 2'275/324
4542: 608/2813
4543: 264
4544: 6
4545: 20164'28/71
4546: 1297/2484
4547: 12'4/49
4548: 51128
4549: 1'7283/4071
4550: 2088'4/7
4551: 16/1403
4552: 1756/6195
4553: 1'137/175
4554: 153/943
4555: 257/1615
4556: 63'4/71
4557: 26'1082/1221
4558: 4/357
4559: 7/55
4560: 833
4561: 1
4562: 581
4563: 119
